date,France,Italy,US,Vietnam
1/2/22,10039372,6328076,55309973,1763040
1/3/22,10106833,6396110,56354902,1778976
1/4/22,10371017,6566947,57167061,1800704
1/5/22,10693911,6756035,57829631,1817721
1/6/22,10952698,6975465,58664654,1843563
1/7/22,11275841,7083762,59534381,1859841
1/8/22,11579510,7281297,59932062,1876394
1/9/22,11875607,7436939,60417078,1899575
1/10/22,11963184,7554344,61800974,1914393
1/11/22,12322734,7774863,62588362,1930428
1/12/22,12655210,7971068,63436978,1958719
1/13/22,12956857,8155645,64298326,1975444
1/14/22,13279505,8356514,65178388,1991484
1/15/22,13604085,8549450,65586690,2007862
1/16/22,13882214,8706915,66066479,2023546
1/17/22,13971316,8790302,66741553,2023546
1/18/22,14432833,9018425,67871065,2062128
1/19/22,14864061,9219391,68779154,2078087
1/20/22,15254588,9418256,69511765,2094802
1/21/22,15652063,9603856,70352839,2110737
1/22/22,16041383,9781191,70655331,2126444
1/23/22,16342997,9923678,71020772,2141422
1/24/22,16446852,10001344,71942831,2155784
1/25/22,16948487,10212621,72436022,2171527
1/26/22,17310548,10383561,73060059,2187481
1/27/22,17696796,10539601,73566339,2203208
1/28/22,18048584,10683948,74180404,2218137
1/29/22,18380982,10821375,74359028,2233287
1/30/22,18630430,10925485,74556986,2263053
1/31/22,18713087,10983116,75099227,2275727
2/1/22,19112755,11116422,75424638,2286750
2/2/22,19378646,11235745,75754158,2295494
2/3/22,19649274,11348701,76028964,2304095
2/4/22,19890150,11449601,76383926,2315689
2/5/22,20104692,11542793,76470350,2327859
2/6/22,20260131,11621736,76553818,2341971
2/7/22,20303662,11663338,76900256,2358786
2/8/22,20538622,11765767,77114600,2380695
2/9/22,20504667,11847436,77303005,2404651
2/10/22,20834193,11923631,77474419,2430683
2/11/22,20957064,11991109,77683733,2457170
2/12/22,21075675,12053330,77735600,2484481
2/13/22,21162237,12105675,77793916,2510860
2/14/22,21186090,12134451,77964093,2540273
2/15/22,21186090,12205474,78075258,2572087
2/16/22,21397630,12265343,78190083,2606824
2/17/22,21489937,12323398,78291774,2643024
2/18/22,21572490,12377098,78436947,2685463
2/19/22,21649042,12427773,78468355,2740293
2/20/22,21708045,12469975,78491357,2787493
2/21/22,21717576,12494459,78574242,2834373
2/22/22,21801326,12554596,78663583,2890522
2/23/22,21866657,12603758,78748724,2972378
2/24/22,21933357,12651251,78815798,3041506
2/25/22,21991477,12693320,78890170,3120301
2/26/22,22045100,12732680,78937583,3219177
2/27/22,22087700,12764558,78955803,3321005
2/28/22,22098808,12782836,79054721,3443485
3/1/22,22166213,12829972,79101430,3557629
3/2/22,22223910,12867918,79154834,3709481
3/3/22,22282571,12910506,79203450,3885631
3/4/22,22340070,12948859,79254708,4059262
3/5/22,22393748,12990223,79269627,4232520
3/6/22,22439076,13026112,79282024,4434700
3/7/22,22450311,13048774,79346110,4582058
3/8/22,22530160,13109527,79375864,4776873
3/9/22,22599285,13159342,79413564,5042036
3/10/22,22668331,13214498,79460140,5260495
3/11/22,22741033,13268459,79509850,5448935
3/12/22,22811557,13323179,79520067,5903147
3/13/22,22870593,13373207,79531117,6112648
3/14/22,22889446,13402905,79566500,6377438
3/15/22,22995380,13489319,79590877,6552918
3/16/22,23101166,13563466,79637007,6820458
3/17/22,23201324,13645834,79690177,7174423
3/18/22,23297675,13724411,79721532,7367112
3/19/22,23395779,13800179,79732412,7791841
3/20/22,23477062,13861743,79743860,7958048
3/21/22,23496196,13895188,79786132,8089761
3/22/22,23676973,13992092,79810694,8338914
3/23/22,23822533,14070450,79851711,8479751
3/24/22,23962674,14153098,79894703,8599751
3/25/22,24101868,14229495,79941138,8761252
3/26/22,24241385,14304111,79950571,8919557
3/27/22,24351559,14364723,79962361,9011473
3/28/22,24376241,14396283,80001332,9274849
3/29/22,24583965,14496579,80025510,9386489
3/30/22,24751850,14567990,80064692,9472254
3/31/22,24921161,14642354,80110330,9564609
4/1/22,25068545,14719394,80142545,9650663
4/2/22,25200659,14790806,80154355,9716282
4/3/22,25302925,14845815,80159110,9818328
4/4/22,25330573,14877144,80188018,9867045
4/5/22,25529204,14966058,80213619,9922040
4/6/22,25679132,15035943,80254566,9980464
4/7/22,25837924,15106066,80301953,10070692
4/8/22,25985800,15173707,80389544,10135789
4/9/22,26127490,15238128,80402198,10169929
4/10/22,26235144,15292048,80411659,10198236
4/11/22,26256894,15320753,80453438,10250160
4/12/22,26447656,15404809,80489130,10272964
4/13/22,26581294,15467395,80530694,10297587
4/14/22,26718636,15533012,80579654,10320599
4/15/22,26844030,15595302,80615094,10394533
4/16/22,26955613,15659835,80627421,10417887
4/17/22,27042263,15712088,80634924,10432547
4/18/22,27062073,15730676,80696325,10475819
4/19/22,27083370,15758002,80735586,10489319
4/20/22,27239081,15858442,80804518,10502590
4/21/22,27343088,15934437,80864062,10533164
4/22/22,27416764,16008181,80954120,10544324
4/23/22,27497335,16079209,80973835,10554689
4/24/22,27556289,16136057,80986292,10563502
4/25/22,27567552,16161339,81055972,10571772
4/26/22,27665050,16191323,81101664,10620203
4/27/22,27719872,16279754,81190699,10631516
4/28/22,27779632,16349788,81264504,10638632
4/29/22,27829894,16409183,81324930,10644700
4/30/22,27879376,16463200,81348442,10649809
5/1/22,27916102,16504791,81364718,10653526
5/2/22,27924839,16523859,81458023,10656649
5/3/22,27978577,16586268,81506402,10659358
5/4/22,28026502,16633911,81620503,10662446
5/5/22,28070727,16682626,81707601,10666751
5/6/22,28108929,16726990,81831608,10670570
5/7/22,28146887,16767773,81858498,10673915
