duration
1
2
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
3
8
1
1
1
11
1
1
1
1
3
1
1
1
2
1
2
1
1
1
1
3
2
1
1
1
2
3
1
5
3
2
1
1
2
2
1
2
2
4
2
1
3
1
1
3
1
1
1
3
1
4
1
2
1
2
1
3
2
1
2
2
1
11
2
11
3
1
1
2
2
1
1
1
2
1
1
1
5
1
1
6
1
2
1
3
1
10
1
1
1
2
1
3
1
1
2
1
2
1
4
1
1
2
2
2
1
2
1
1
1
1
1
1
3
1
10
2
2
2
2
1
5
1
1
1
1
10
5
1
2
3
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
2
1
1
1
1
1
5
1
1
3
1
1
2
1
2
3
4
8
8
5
1
1
1
1
1
1
1
2
2
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
7
1
1
1
1
2
9
2
1
1
2
3
3
1
1
6
3
9
3
3
1
9
1
1
1
1
2
1
1
1
1
7
3
3
2
3
2
3
3
3
2
1
1
1
1
1
1
1
1
1
2
2
3
1
1
1
2
1
1
6
2
1
1
4
3
5
1
1
1
1
1
1
5
1
1
1
1
1
1
1
1
2
3
1
1
3
2
4
2
11
1
1
1
1
2
7
1
2
1
1
3
1
1
1
1
1
2
7
2
3
1
1
7
1
1
3
7
1
6
3
4
4
1
3
1
1
3
1
3
1
1
1
1
1
2
1
1
1
3
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
3
1
1
2
3
1
2
1
1
1
4
1
1
2
1
1
1
1
1
2
1
2
5
2
1
3
1
1
2
2
3
1
1
1
1
3
2
1
2
2
2
2
1
1
1
3
3
2
2
1
2
15
1
1
1
1
1
2
1
2
2
5
1
2
3
1
1
1
2
1
3
3
1
1
5
3
2
1
1
1
1
2
2
2
1
1
2
1
4
1
1
2
4
1
1
1
1
2
1
3
5
7
2
2
1
3
5
2
1
2
8
1
1
1
1
1
1
3
1
1
2
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
3
1
1
1
2
1
1
14
1
1
1
3
1
2
1
1
1
2
1
1
1
1
1
1
3
5
1
4
1
2
1
2
1
5
1
1
1
2
1
2
2
4
1
1
1
7
1
2
1
4
1
2
3
2
1
1
1
1
3
8
1
1
3
1
1
1
1
1
2
1
1
1
1
1
1
1
5
1
1
1
2
1
3
1
1
3
3
2
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
3
3
1
1
1
2
1
1
1
1
1
1
1
6
1
1
3
9
1
1
1
1
1
3
1
1
1
1
1
1
3
2
1
1
3
1
1
1
3
2
3
1
4
3
1
1
1
2
6
2
2
2
2
1
1
2
1
1
1
1
1
4
3
1
2
1
2
3
2
1
3
1
1
1
1
1
1
1
1
2
8
1
1
1
1
2
1
1
3
1
9
2
1
1
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
5
1
4
1
1
2
1
1
1
1
5
1
2
1
1
3
1
1
1
1
1
2
1
2
4
2
1
3
4
1
1
3
3
1
1
1
3
13
1
2
1
1
1
12
1
1
12
3
1
1
5
12
1
1
1
2
1
5
1
1
3
1
6
1
1
2
1
5
1
1
1
3
1
2
1
1
1
12
12
1
1
2
1
1
12
1
1
3
1
2
1
1
12
2
12
1
2
4
1
1
3
1
2
1
1
1
3
8
3
1
1
1
2
1
1
1
1
1
2
1
1
1
2
2
1
1
1
4
1
1
1
3
1
2
1
1
3
1
2
2
11
1
1
1
1
3
1
1
1
1
1
2
1
1
1
8
1
1
1
1
1
1
2
1
11
1
1
3
7
1
6
1
11
1
2
3
