duration
1
1
11
1
11
2
1
2
1
1
2
1
1
10
1
3
1
1
1
2
3
4
1
2
5
1
4
2
1
3
1
2
1
2
1
1
1
1
1
4
1
1
1
1
1
1
1
1
4
1
1
1
2
1
1
7
1
1
1
1
1
1
1
1
1
1
2
3
2
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
2
1
1
1
3
1
1
1
2
1
1
1
1
2
2
7
1
1
3
1
1
1
1
1
2
1
2
3
3
1
1
1
1
8
1
1
1
1
1
1
1
1
8
2
1
1
1
1
1
1
2
1
1
1
5
1
1
1
1
3
1
1
1
1
1
1
1
2
2
6
3
1
1
1
1
3
4
1
2
3
2
1
7
2
1
1
1
7
2
2
2
1
2
2
1
1
1
1
15
3
1
1
1
1
1
6
1
6
1
6
1
1
1
6
2
2
1
1
1
7
1
1
1
1
2
1
1
4
1
1
2
1
1
3
4
5
1
1
3
2
1
7
1
4
1
5
3
1
2
1
5
2
1
1
2
5
1
1
1
1
2
1
1
1
5
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
3
1
1
2
2
1
1
1
2
1
1
3
1
7
1
1
1
1
1
1
1
10
1
2
2
6
1
2
2
5
1
12
1
2
1
1
3
1
1
6
2
1
1
1
1
1
1
1
1
1
1
3
1
1
3
1
1
1
1
3
3
3
3
2
1
2
1
1
1
1
5
2
1
1
2
6
1
1
1
1
1
1
1
1
1
1
1
3
1
1
8
1
1
3
1
1
6
1
2
1
1
1
4
1
4
2
1
4
1
5
1
8
4
11
1
5
2
3
1
1
3
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
12
1
1
1
1
2
1
1
12
1
2
1
1
2
2
1
4
1
2
5
1
1
1
1
1
1
4
2
1
4
1
4
2
3
1
1
1
1
11
6
3
1
1
1
1
1
2
2
2
1
6
1
1
3
1
1
8
1
1
1
5
1
1
2
1
1
1
3
1
2
1
1
1
1
1
1
1
6
1
2
1
2
3
5
3
1
8
1
2
1
1
7
1
10
1
1
2
1
3
4
7
1
1
1
1
1
1
1
2
1
4
3
1
1
2
1
1
1
2
1
2
7
1
1
9
5
1
4
1
8
1
1
1
1
1
1
1
1
3
4
1
3
2
1
5
1
2
1
1
2
1
1
1
1
2
2
1
2
1
7
1
1
1
1
1
1
1
1
1
3
1
3
1
1
1
1
1
1
5
2
3
1
1
1
7
1
2
1
1
4
4
1
1
1
1
1
1
1
4
1
11
1
3
2
3
2
1
1
1
1
8
1
1
4
1
2
1
1
1
12
1
2
5
2
2
1
1
1
1
1
1
1
1
2
1
1
1
1
2
3
1
1
3
1
1
1
1
3
3
13
1
1
1
1
1
1
4
1
1
1
2
1
1
8
1
4
1
1
1
2
3
5
1
1
1
1
1
1
2
4
1
1
1
4
2
1
1
2
1
3
1
1
1
2
1
2
2
1
1
1
1
1
1
1
1
1
2
1
3
2
1
1
1
1
1
3
1
2
1
1
2
1
2
1
1
1
3
1
1
1
1
1
1
4
1
1
1
1
1
1
1
3
3
1
1
1
1
1
1
1
1
3
1
1
2
1
1
1
1
1
2
1
3
1
1
1
1
1
2
2
1
4
1
1
1
1
1
1
2
1
1
1
5
2
1
1
1
1
1
2
12
1
1
1
1
1
1
1
1
1
1
1
2
1
5
1
1
1
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
11
1
1
1
1
1
1
1
2
1
5
1
1
1
1
1
1
3
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
3
1
1
9
4
5
4
3
9
1
2
1
1
1
1
1
9
1
1
1
1
1
1
1
2
1
1
2
1
3
5
8
1
1
1
1
1
1
1
1
1
1
1
1
2
3
1
1
2
2
1
7
1
2
1
1
1
1
2
1
1
1
1
1
5
3
1
1
1
5
1
1
1
2
2
1
6
2
3
1
1
1
1
2
3
3
1
1
1
1
1
7
1
2
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
9
2
1
7
1
7
4
1
1
11
1
2
10
3
2
1
1
1
5
1
6
2
2
2
10
6
2
2
1
1
1
1
1
1
7
1
3
4
10
5
3
5
4
8
3
1
6
9
4
5
1
1
1
1
1
1
